event_id,timestamp,object_id,event_type,yolo_class,yolo_conf,rescue_label,display_label,score_yolo,score_posture,score_motion,score_gesture,score_roi,score_operator,score_total,score_reason,rescue_score,ai_rescue_score,display_status,analysis_status,ai_status,final_status,final_priority,status,posture_status,motion_status,gesture_status,roi_status,pose_state,pose_reasons,gps_lat,gps_lon,weather_source,weather_location,weather_temperature_c,weather_humidity_percent,weather_wind_speed_ms,weather_rain_probability_1h,weather_precipitation_1h_mm,weather_rain_probability_3h,weather_precipitation_3h_mm,weather_assessment,weather_recommendation,operator_decision,image_full_path,image_crop_path,video_replay_path,mission_state
20260612_171410_ID1_AUTO_DANGER,2026-06-12 17:14:10,1,AUTO_DANGER,victim,0.880,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,30,0,0,100,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay +30,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,dangerous_motionless,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len,,,Open-Meteo,Hà Nội,29.9,83,10.8,14,0.8,15,0.8,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_171410_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_171410_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_171410_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_172247_ID1_AUTO_DANGER,2026-06-12 17:22:47,1,AUTO_DANGER,victim,0.965,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,29.8,84,10.4,15,0.0,15,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_172247_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_172247_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_172247_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_172255_ID1_AUTO_DANGER,2026-06-12 17:22:55,1,AUTO_DANGER,victim,0.927,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,30,0,0,100,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay +30,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,dangerous_motionless,two_hands_raised,roi_disabled,CAN_CUU_GIUP,2 tay gio len;gio tay + bat dong,,,Open-Meteo,Hà Nội,29.8,84,10.4,15,0.0,15,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_172255_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_172255_ID1_AUTO_DANGER_crop.jpg,,DANGER_ALERT
20260612_172815_ID151_AUTO_DANGER,2026-06-12 17:28:15,151,AUTO_DANGER,victim,0.818,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,30,0,0,100,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay +30,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,dangerous_motionless,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len;dang dung: dui dai doc xuong (khuat co chan),,,Open-Meteo,Hà Nội,29.8,84,10.4,15,0.0,15,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_172815_ID151_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_172815_ID151_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_172815_ID151_AUTO_DANGER.mp4,DANGER_ALERT
20260612_175628_ID1_AUTO_DANGER,2026-06-12 17:56:28,1,AUTO_DANGER,victim,0.906,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,dang ngoi: dui ngan gap goc (khuat co chan),,,Open-Meteo,Hà Nội,29.8,84,8.9,38,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_175628_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_175628_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_175628_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_181737_ID1_AUTO_DANGER,2026-06-12 18:17:37,1,AUTO_DANGER,victim,0.905,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len;co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,29.7,84,9.0,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_181737_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_181737_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_181737_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_181739_ID1_AUTO_DANGER,2026-06-12 18:17:39,1,AUTO_DANGER,victim,0.736,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,30,0,0,100,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay +30,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,dangerous_motionless,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len;co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,29.7,84,9.0,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_181739_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_181739_ID1_AUTO_DANGER_crop.jpg,,DANGER_ALERT
20260612_181913_ID1_AUTO_DANGER,2026-06-12 18:19:14,1,AUTO_DANGER,victim,0.933,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len;co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,29.7,84,9.0,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_181913_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_181913_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_181913_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_181916_ID1_AUTO_DANGER,2026-06-12 18:19:16,1,AUTO_DANGER,victim,0.797,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,30,0,0,100,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay +30,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,dangerous_motionless,two_hands_raised,roi_disabled,CAN_CUU_GIUP,2 tay gio len;co the ngoi: dui ngan du thay co chan;gio tay + bat dong,,,Open-Meteo,Hà Nội,29.7,84,9.0,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_181916_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_181916_ID1_AUTO_DANGER_crop.jpg,,DANGER_ALERT
20260612_183117_ID1_AUTO_DANGER,2026-06-12 18:31:17,1,AUTO_DANGER,victim,0.927,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,BINH_THUONG,gio tay;co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,29.7,84,9.0,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_183117_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_183117_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_183117_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_183937_ID1_AUTO_DANGER,2026-06-12 18:39:37,1,AUTO_DANGER,victim,0.908,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,dang ngoi: chan gap,,,Open-Meteo,Hà Nội,29.7,83,9.5,39,0.0,39,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_183937_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_183937_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_183937_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_193255_ID1_AUTO_DANGER,2026-06-12 19:32:56,1,AUTO_DANGER,victim,0.585,NGUY_HIEM,NGHI NẠN NHÂN,8,30,0,50,0,0,88,YOLO phát hiện lying_person +8; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,88,88,DANGER,DANGER,DANGER,DANGER,88,DANGER,lying_or_fallen,slight_motion,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,29.3,83,11.8,31,0.0,31,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_193255_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_193255_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_193255_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_194710_ID1_AUTO_DANGER,2026-06-12 19:47:10,1,AUTO_DANGER,victim,0.797,NGUY_HIEM,NGHI NẠN NHÂN,20,0,30,50,0,0,100,YOLO: victim (7d) nhung Pose boost len 20 (Pose: vay/gio tay); Chuyển động: bất động lâu +30; Cử chỉ: giơ 2 tay vẫy rõ +50,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,sitting,dangerous_motionless,two_hands_waving,roi_disabled,BINH_THUONG,gio tay,,,Open-Meteo,Hà Nội,29.2,84,12.4,31,0.0,31,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_194710_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_194710_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_194710_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_200143_ID1_AUTO_DANGER,2026-06-12 20:01:43,1,AUTO_DANGER,victim,0.733,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,50,0,0,100,YOLO: victim (7d) nhung Pose boost len 25 (Posture V8: dang nam/nga); Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,moving,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,29.0,84,12.9,31,0.0,31,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_200143_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_200143_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_200143_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_200819_ID1_AUTO_DANGER,2026-06-12 20:08:19,1,AUTO_DANGER,victim,0.844,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,50,0,0,100,YOLO: victim (8d) nhung Pose boost len 25 (Posture V8: dang nam/nga); Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,moving,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,29.0,84,12.9,31,0.0,31,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_200819_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_200819_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_200819_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_202449_ID2_OPERATOR_TRACK_MORE,2026-06-12 20:24:49,2,OPERATOR_TRACK_MORE,normal_person,0.827,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.9,84,13.2,18,0.0,18,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260612_230410_ID1_AUTO_DANGER,2026-06-12 23:04:10,1,AUTO_DANGER,victim,0.654,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,50,0,0,100,YOLO: victim (6d) nhung Pose boost len 25 (Posture V8: dang nam/nga); Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,moving,two_hands_waving,roi_disabled,NGHI_NGO,2 tay gio len;dang ngoi: dui ngan gap goc (khuat co chan),,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_230410_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_230410_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_230410_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_230550_ID1_OPERATOR_CONFIRMED,2026-06-12 23:05:50,1,OPERATOR_CONFIRMED,normal_person,0.873,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_230555_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:05:55,1,OPERATOR_FALSE_ALARM,normal_person,0.855,BAO_NHAM,BÁO NHẦM,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_230610_ID1_OPERATOR_CONFIRMED,2026-06-12 23:06:10,1,OPERATOR_CONFIRMED,normal_person,0.846,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,30,0,0,0,30,Chuyển động: bất động lâu +30,30,30,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,standing,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_230616_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:06:16,1,OPERATOR_FALSE_ALARM,normal_person,0.835,BAO_NHAM,BÁO NHẦM,0,0,30,0,0,0,30,"Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",30,30,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_230722_ID1_OPERATOR_CONFIRMED,2026-06-12 23:07:22,1,OPERATOR_CONFIRMED,normal_person,0.866,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,standing,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_230729_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:07:29,1,OPERATOR_FALSE_ALARM,normal_person,0.859,BAO_NHAM,BÁO NHẦM,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_230807_ID1_OPERATOR_CONFIRMED,2026-06-12 23:08:07,1,OPERATOR_CONFIRMED,normal_person,0.877,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_230814_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:08:14,1,OPERATOR_FALSE_ALARM,normal_person,0.861,BAO_NHAM,BÁO NHẦM,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_230821_ID1_OPERATOR_CONFIRMED,2026-06-12 23:08:21,1,OPERATOR_CONFIRMED,normal_person,0.878,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_230828_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:08:28,1,OPERATOR_FALSE_ALARM,normal_person,0.868,BAO_NHAM,BÁO NHẦM,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_231110_ID1_OPERATOR_CONFIRMED,2026-06-12 23:11:10,1,OPERATOR_CONFIRMED,normal_person,0.897,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,standing,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_231123_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:11:23,1,OPERATOR_FALSE_ALARM,normal_person,0.880,BAO_NHAM,BÁO NHẦM,0,0,30,0,0,0,30,"Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",30,30,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,standing,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_231134_ID1_OPERATOR_CONFIRMED,2026-06-12 23:11:34,1,OPERATOR_CONFIRMED,normal_person,0.878,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_231147_ID1_OPERATOR_FALSE_ALARM,2026-06-12 23:11:47,1,OPERATOR_FALSE_ALARM,normal_person,0.872,BAO_NHAM,BÁO NHẦM,0,0,30,0,0,0,30,"Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",30,30,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,sitting,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_231235_ID1_AUTO_DANGER,2026-06-12 23:12:35,1,AUTO_DANGER,victim,0.585,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,50,0,0,100,YOLO: victim (5d) nhung Pose boost len 25 (Posture V8: dang nam/nga); Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,slight_motion,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,27.5,91,13.7,0,0.0,0,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_231235_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_231235_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_231235_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_232434_ID1_AUTO_DANGER,2026-06-12 23:24:34,1,AUTO_DANGER,victim,0.656,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO: victim (6d) nhung Pose boost len 25 (Posture V8: dang nam/nga); Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len,,,Open-Meteo,Hà Nội,27.5,91,13.8,42,0.3,42,0.3,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_232434_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_232434_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_232434_ID1_AUTO_DANGER.mp4,DANGER_ALERT
